 0.00000000e+00  1.39110121e-03  0.00000000e+00  3.76296800e-04 
 5.00000000e-11  1.39110121e-03  5.00000000e-11  3.76296800e-04 
 1.00000000e-10  1.39110121e-03  1.00000000e-10  3.76296800e-04 
 2.00000000e-10  1.39110121e-03  2.00000000e-10  3.76296800e-04 
 4.00000000e-10  1.39110121e-03  4.00000000e-10  3.76296800e-04 
 8.00000000e-10  1.39110121e-03  8.00000000e-10  3.76296800e-04 
 1.60000000e-09  1.39110121e-03  1.60000000e-09  3.76296800e-04 
 3.20000000e-09  1.39110121e-03  3.20000000e-09  3.76296800e-04 
 6.40000000e-09  1.39110121e-03  6.40000000e-09  3.76296800e-04 
 1.14000000e-08  1.39110121e-03  1.14000000e-08  3.76296800e-04 
 1.64000000e-08  1.39110121e-03  1.64000000e-08  3.76296800e-04 
 2.14000000e-08  1.39110121e-03  2.14000000e-08  3.76296800e-04 
 2.64000000e-08  1.39110121e-03  2.64000000e-08  3.76296800e-04 
 3.14000000e-08  1.39110121e-03  3.14000000e-08  3.76296800e-04 
 3.64000000e-08  1.39110121e-03  3.64000000e-08  3.76296800e-04 
 4.14000000e-08  1.39110121e-03  4.14000000e-08  3.76296800e-04 
 4.64000000e-08  1.39110121e-03  4.64000000e-08  3.76296800e-04 
 5.14000000e-08  1.39110121e-03  5.14000000e-08  3.76296800e-04 
 5.64000000e-08  1.39110121e-03  5.64000000e-08  3.76296800e-04 
 6.14000000e-08  1.39110121e-03  6.14000000e-08  3.76296800e-04 
 6.64000000e-08  1.39110121e-03  6.64000000e-08  3.76296800e-04 
 7.14000000e-08  1.39110121e-03  7.14000000e-08  3.76296800e-04 
 7.64000000e-08  1.39110121e-03  7.64000000e-08  3.76296800e-04 
 8.14000000e-08  1.39110121e-03  8.14000000e-08  3.76296800e-04 
 8.64000000e-08  1.39110121e-03  8.64000000e-08  3.76296800e-04 
 9.14000000e-08  1.39110121e-03  9.14000000e-08  3.76296800e-04 
 9.64000000e-08  1.39110121e-03  9.64000000e-08  3.76296800e-04 
 1.00000000e-07  1.39110121e-03  1.00000000e-07  3.76296800e-04 
 1.00153181e-07  1.69022147e-03  1.00153181e-07  4.80589422e-04 
 1.00459544e-07  1.69381100e-03  1.00459544e-07  4.81155395e-04 
 1.01072270e-07  1.69409375e-03  1.01072270e-07  4.79836886e-04 
 1.01922565e-07  1.69984745e-03  1.01922565e-07  4.80025485e-04 
 1.03623154e-07  1.70463601e-03  1.03623154e-07  4.78225166e-04 
 1.07024333e-07  1.72090211e-03  1.07024333e-07  4.77915798e-04 
 1.10000000e-07  1.73095862e-03  1.10000000e-07  4.76915386e-04 
 1.10045677e-07  1.73239362e-03  1.10045677e-07  4.77384100e-04 
 1.10137032e-07  1.73282854e-03  1.10137032e-07  4.77456013e-04 
 1.10319742e-07  1.73352411e-03  1.10319742e-07  4.77527198e-04 
 1.10685162e-07  1.73509102e-03  1.10685162e-07  4.77748410e-04 
 1.11416001e-07  1.73805888e-03  1.11416001e-07  4.78134035e-04 
 1.12877679e-07  1.74412873e-03  1.12877679e-07  4.79007154e-04 
 1.15801036e-07  1.75610342e-03  1.15801036e-07  4.80862579e-04 
 1.20801036e-07  1.77672857e-03  1.20801036e-07  4.84548284e-04 
 1.25801036e-07  1.79724030e-03  1.25801036e-07  4.88622090e-04 
 1.30801036e-07  1.81785621e-03  1.30801036e-07  4.93051839e-04 
 1.35801036e-07  1.83835889e-03  1.35801036e-07  4.97651528e-04 
 1.40801036e-07  1.85896554e-03  1.40801036e-07  5.02451429e-04 
 1.45801036e-07  1.87945916e-03  1.45801036e-07  5.07310362e-04 
 1.50801036e-07  1.90005653e-03  1.50801036e-07  5.12290279e-04 
 1.55801036e-07  1.92054108e-03  1.55801036e-07  5.17272901e-04 
 1.60801036e-07  1.94112919e-03  1.60801036e-07  5.22336202e-04 
 1.65801036e-07  1.96160467e-03  1.65801036e-07  5.27373642e-04 
 1.70801036e-07  1.98218351e-03  1.70801036e-07  5.32471249e-04 
 1.75801036e-07  2.00264993e-03  1.75801036e-07  5.37528541e-04 
 1.80801036e-07  2.02321951e-03  1.80801036e-07  5.42635547e-04 
 1.85801036e-07  2.04367688e-03  1.85801036e-07  5.47694957e-04 
 1.90801036e-07  2.06423722e-03  1.90801036e-07  5.52798738e-04 
 1.95801036e-07  2.08468554e-03  1.95801036e-07  5.57851285e-04 
 2.00801036e-07  2.10523664e-03  2.00801036e-07  5.62945456e-04 
